Customer_ID,Age,Gender,Marital_Status,Location,Urbanization_Level,Annual_Income,Property_Value,Premium_Amount,Policy_Term,Claim_Frequency,Claim_Amount_Last,Maintenance_Level,Flood_Risk_Index,Crime_Rate_Index,Building_Age,Customer_Satisfaction,Has_Security_System,Risk_Category,Expected_Claim_Cost,Construction_Type,Policy_Tenure,Payment_Method,Credit_Score,Fire_Risk_Score
CUST104130,60,Female,Married,Selangor,Rural,20000,163574.04,1395.5,10,2,4309.22,Low,2.64,51.63,32,3,Yes,1,6497.88,Lightweight Concrete,3,Mortgage,610,27.12
CUST104131,42,Male,Married,Sabah,Rural,20000,165933.46,547.41,15,0,1976.15,Moderate,19.14,23.16,18,,No,0,0,Steel Frame,1,Financing Scheme,544,16.09
CUST104132,44,Male,Married,Kuala Lumpur,Urban,125355.25,259751.9,1504.49,20,5,1523.12,High,35.7,75.08,16,3,Yes,1,5050.17,Reinforced Concrete,15,Online Payment,530,37.53
CUST104133,39,Male,Married,Selangor,Rural,46753.41,149108.39,346.17,10,4,992.04,Low,4.29,41.04,5,5,Yes,1,4124.55,Steel Frame,10,Mortgage,593,42.09
CUST104134,57,Male,Single,Penang,Urban,44100.05,167908.98,812.08,15,2,1238.24,Low,21.49,65.38,24,4,Yes,1,1810.42,Timber Structure,3,Cash,683,28.09
CUST104135,59,Female,Married,Sarawak,Urban,34218.07,520490.81,4084.72,10,2,847.64,Moderate,36.64,51.59,49,2,No,0,1317.53,Steel Frame,10,Bank Loan,719,
CUST104136,41,Male,Single,Perak,Rural,29090.63,245437.64,956.36,10,2,1113.62,Low,31.78,42.67,11,1,Yes,1,2140.61,Timber Structure,1,Bank Loan,565,45.67
CUST104137,28,Female,Single,Kedah,Rural,34131.71,145958.5,428.68,10,1,4599.38,Moderate,69.27,42.12,46,3,Yes,1,4528.26,Timber Structure,10,Cash,577,10.23
CUST104138,48,Female,Married,Sabah,Suburban,20000,152340.2,922.72,5,2,7177.84,Moderate,7.46,41.24,42,4,Yes,0,11917.01,,5,Online Payment,490,49.08
CUST104139,25,Male,Single,Negeri Sembilan,Rural,29622.65,149102.81,938.74,10,0,897.37,Moderate,27.39,42.83,24,5,Yes,0,0,Steel Frame,1,Cash,669,34.8
CUST104140,37,Male,Married,Negeri Sembilan,Rural,30171.63,172256.93,1275.84,5,0,498.44,Moderate,37.48,24.66,14,3,No,0,0,Lightweight Concrete,5,Financing Scheme,584,26.61
CUST104141,57,Male,Widowed,Kedah,Urban,20000,200669.26,1620.02,10,3,162.83,Moderate,23.03,31.8,44,5,Yes,0,367.92,Steel Frame,10,Cash,800,
CUST104142,56,Female,Single,Johor,Urban,74191.46,134138.95,1014.96,10,5,3627.16,Moderate,50.52,19.85,36,2,Yes,1,17108.21,Timber Structure,10,Cash,687,21.33
CUST104143,74,Female,Married,Johor,Urban,,476668.68,4177.19,15,5,4090.71,Low,18.39,4.73,1,3,Yes,1,17018.81,,10,Cash,635,40.6
CUST104144,39,Male,Married,Kedah,Rural,34441.38,,487.48,10,0,1197.39,Moderate,39.53,70.98,26,2,Yes,1,0,Steel Frame,10,Cash,592,64.77
CUST104145,47,Female,Married,Perak,Urban,38242.81,445505.56,2921.69,10,3,1563.6,High,15,42.99,26,5,No,0,3478.11,Lightweight Concrete,10,Online Payment,515,53.79
CUST104146,73,Female,Married,Penang,Suburban,78394.94,193017.24,942.07,5,4,2692.77,Moderate,29.46,32.74,4,,Yes,1,12619.26,Reinforced Concrete,1,Online Payment,527,13.81
CUST104147,54,Female,Married,Selangor,Urban,29547.18,201520.33,1954.12,15,1,942.74,Low,45.04,93.99,26,4,Yes,1,660.58,Reinforced Concrete,15,Cash,594,38.31
CUST104148,31,Male,Married,Perak,Suburban,20060.3,292643.24,1616.05,5,0,450.02,Moderate,36.64,63.21,4,4,Yes,0,0,Reinforced Concrete,5,Bank Loan,587,36.46
CUST104149,74,Male,Married,Pahang,Rural,,132444.44,1281.76,20,2,243.62,Moderate,47.45,40.83,32,5,No,0,580.77,Reinforced Concrete,10,Mortgage,560,32.57
CUST104150,65,Female,Widowed,Sarawak,Rural,23136.28,121787.91,992.88,10,4,536.39,Low,24.01,71.29,16,3,Yes,1,1439.9,Lightweight Concrete,10,Bank Loan,684,18.78
CUST104151,67,Male,Married,Johor,Urban,83568.57,107166.55,830.3,5,2,2073.16,Moderate,26.85,45.74,37,5,Yes,0,5498.57,Timber Structure,3,Mortgage,696,22.3
CUST104152,32,Male,Divorced,Sabah,Suburban,53550.91,203770.24,1208.87,10,3,854.46,Low,24.07,28.1,16,2,Yes,1,2197.14,,1,Bank Loan,609,35.77
CUST104153,74,Male,Single,Johor,Urban,20000,152613.88,846.55,5,3,4045.42,Moderate,15.65,63.48,40,1,Yes,0,10524.15,Timber Structure,5,Mortgage,824,31.12
CUST104154,41,Male,Widowed,Negeri Sembilan,Urban,40634.32,130105.95,808.27,5,1,183.23,High,40.53,72.54,20,1,Yes,1,144.3,Brick Wall,3,Financing Scheme,493,26.16
CUST104155,74,Male,Married,Sabah,Urban,20000,127353.96,553.87,10,4,1076.98,High,61.37,25.24,17,4,Yes,1,5587.99,Steel Frame,1,Financing Scheme,655,15.14
CUST104156,31,Female,Married,Pahang,Rural,31161.5,141894.91,1310.55,10,3,594.02,Moderate,41.62,44.14,49,4,Yes,0,1981.55,Steel Frame,3,Financing Scheme,630,31.61
CUST104157,59,Male,Married,Pahang,Suburban,43246.53,100000,835.46,5,2,4373.11,Moderate,43.35,65.04,20,1,No,0,5556.61,Reinforced Concrete,1,Bank Loan,600,31.79
CUST104158,48,Male,Single,Sarawak,Urban,28531,146470.21,1231.99,15,5,3282,Low,29.68,48.38,32,2,Yes,1,21864.68,Brick Wall,4,Cash,,65.89
CUST104159,25,Female,Single,Kuala Lumpur,Urban,49028.45,371986.09,2032.99,15,0,8309.27,Low,38.3,66.78,48,5,Yes,1,0,Brick Wall,1,Bank Loan,649,33.34
CUST104160,37,Male,Single,Negeri Sembilan,Rural,28154.3,100000,256.87,10,0,254.01,Moderate,15.31,14.39,42,3,Yes,0,0,Timber Structure,3,Financing Scheme,,27.01
CUST104161,40,Male,Single,Kedah,Urban,20411.58,177449.17,1324.59,10,5,3048.76,Moderate,19.72,27.21,11,1,Yes,1,12987.32,Timber Structure,1,Bank Loan,615,29.89
CUST104162,61,Female,Married,Johor,Urban,50717.66,142432.27,711.49,5,4,269.03,Moderate,17.6,43.17,29,2,No,1,784.09,Timber Structure,3,Financing Scheme,,31.28
CUST104163,66,Female,Married,Sarawak,Urban,26179.26,133006.52,1192.2,5,4,336.89,Low,13.58,61.39,27,5,Yes,1,1090.17,Lightweight Concrete,5,Financing Scheme,504,36.49
CUST104164,32,Female,Married,Sarawak,Urban,44156.16,372345,3069.13,15,3,79.96,Moderate,18.95,31.86,21,1,No,0,312.11,Lightweight Concrete,10,Mortgage,624,48.13
CUST104165,26,Female,Single,Kuala Lumpur,Urban,44856.87,100000,316.26,10,0,1249.89,Moderate,45.44,20.8,39,3,Yes,0,0,Reinforced Concrete,5,Cash,614,37.06
CUST104166,37,Male,Divorced,Pahang,Suburban,20000,214798.28,1463.58,10,5,269.08,High,28.35,49.31,29,5,No,1,967.98,Timber Structure,3,Financing Scheme,632,
CUST104167,71,Female,Married,Negeri Sembilan,Rural,20000,100000,753.77,5,1,856.5,High,8.63,56.65,37,2,Yes,0,738.21,Lightweight Concrete,5,Cash,640,14.45
CUST104168,39,Male,Widowed,Sabah,Suburban,20000,112511.14,736.4,5,5,646.48,High,45.92,46.68,32,3,No,1,2719.1,Steel Frame,5,Bank Loan,603,19.75
CUST104169,46,Female,Married,Negeri Sembilan,Rural,49165.49,100000,611.23,15,1,7489.19,Moderate,18.82,35.39,41,1,Yes,0,8927.04,Reinforced Concrete,5,Financing Scheme,631,27.05
CUST104170,68,Male,Single,Negeri Sembilan,Suburban,26599.14,213542.1,816.35,10,5,2147.43,Low,18.62,33.68,41,4,Yes,1,9741.66,Reinforced Concrete,10,Online Payment,573,13.95
CUST104171,64,Female,Married,Johor,Urban,48636.05,177481.07,689.91,20,5,1056.81,Moderate,20.65,31.3,12,4,No,1,4030.68,Brick Wall,3,Financing Scheme,787,79.13
CUST104172,64,Female,Married,Sabah,Suburban,58334.52,124966.97,1017.74,20,5,4214.92,Moderate,17.91,29.88,24,2,No,1,15072.72,Steel Frame,15,Mortgage,578,22.55
CUST104173,72,Female,Single,Perak,Rural,21142.83,120360.12,258.72,15,5,131.95,Moderate,7.85,40.43,26,4,Yes,1,657.5,Brick Wall,3,Financing Scheme,617,23.5
CUST104174,52,Male,Single,Sabah,Rural,20000,104629.57,861.24,10,5,813.71,High,42.29,31.35,21,5,No,1,5525.57,Steel Frame,10,Online Payment,585,28.34
CUST104175,26,Male,Single,Sarawak,Rural,20531.21,100000,621.44,5,5,1445.53,Moderate,6.94,55.45,31,,No,1,6734.45,Timber Structure,5,Financing Scheme,583,67.58
CUST104176,56,Female,Single,Kuala Lumpur,Urban,47839.6,178271,1691.75,10,1,110.76,High,18.22,46.58,7,4,Yes,0,69.72,Timber Structure,3,Mortgage,652,38.35
CUST104177,58,Female,Married,Negeri Sembilan,Rural,63685.75,178268.39,1778.86,20,1,315.32,Low,28.34,24.93,45,5,No,1,258.21,,15,Cash,641,30.1
CUST104178,31,Male,Married,Sabah,Suburban,52897.7,100000,730.79,10,3,4508.5,Low,30.22,63.55,33,2,Yes,1,11668.65,Timber Structure,1,Cash,609,21.06
CUST104179,53,Female,Single,Sarawak,Rural,28812.61,100000,529.81,15,5,395.99,Low,14.13,17.87,17,1,No,1,2169.12,Steel Frame,15,Bank Loan,624,13.52
CUST104180,44,Female,Married,Selangor,Rural,67976.57,128849.66,747.42,20,2,5093.31,Moderate,21.61,48.24,40,2,Yes,0,13182.63,Timber Structure,10,Online Payment,585,32.62
CUST104181,43,Male,Married,Pahang,Urban,26813.42,113231.34,411.45,15,1,202.01,High,46.36,21.5,18,4,No,0,277.03,Lightweight Concrete,3,Online Payment,,33.08
CUST104182,35,Female,Single,Kuala Lumpur,Urban,54013.45,224701.81,627.79,10,3,4382.36,Low,15.39,20.76,1,2,Yes,1,10360.68,Lightweight Concrete,3,Cash,835,42.28
CUST104183,47,Male,Single,Penang,Urban,36464,113072.35,749.68,5,1,1209.22,Moderate,53.6,74.77,20,1,No,1,1551.35,Brick Wall,5,Bank Loan,571,23.1
CUST104184,31,Male,Single,Kedah,Rural,20000,100000,844.4,5,1,1703.19,Moderate,8.28,17.65,21,5,Yes,0,1151.46,Lightweight Concrete,5,Financing Scheme,685,21.58
CUST104185,71,Male,Married,Sarawak,Urban,49941.12,158895.61,650.54,10,5,661.52,Low,20.54,54.47,47,5,No,1,3475.92,,1,Cash,654,33.5
CUST104186,70,Female,Single,Negeri Sembilan,Rural,34599.08,157596.82,844.28,20,2,638.59,Low,21.93,35.45,45,5,No,1,1119.61,Reinforced Concrete,3,Online Payment,710,13.23
CUST104187,37,Female,Married,Kuala Lumpur,Urban,47595.68,424584.76,2733.56,20,1,1355.07,Moderate,5,31.81,42,2,Yes,0,945.09,Brick Wall,1,Bank Loan,713,33.43
CUST104188,71,Male,Married,Pahang,Urban,29020.16,142803.73,1322.82,5,3,879.51,Low,13.58,55.95,38,4,Yes,1,1994,Lightweight Concrete,5,Mortgage,668,50.22
CUST104189,73,Female,Married,Sabah,Urban,20000,418331.78,1300.61,10,5,161.76,Moderate,48.8,26.65,32,5,Yes,1,659.14,Brick Wall,10,Mortgage,646,52.7
CUST104190,34,Female,Single,Selangor,Suburban,27368.28,187055.27,728.59,10,3,872.93,Low,27.43,26.56,22,4,Yes,1,3073.68,Reinforced Concrete,5,Bank Loan,611,50.34
CUST104191,47,Female,Married,Penang,Urban,48583.09,295599.01,2763.33,10,0,587.95,High,47.44,34,25,3,Yes,0,0,Timber Structure,3,Online Payment,581,44.48
CUST104192,38,Male,Married,Pahang,Urban,22896.88,427518.94,990.26,5,4,3789.44,Moderate,40.84,28.42,32,5,No,1,9482.9,Lightweight Concrete,5,Online Payment,641,28.17
CUST104193,48,Female,Divorced,Selangor,Urban,42804.28,244293.69,1770.87,10,1,3646.85,Moderate,31.6,6.61,31,1,No,0,4519.3,Lightweight Concrete,3,Mortgage,534,38.28
CUST104194,71,Male,Married,Kedah,Rural,20786.92,100000,711.62,20,5,305.09,Moderate,10.74,6.73,35,4,No,1,1539.3,Reinforced Concrete,15,,597,30.7
CUST104195,67,Male,Married,Kuala Lumpur,Urban,34726.32,238452.2,1208.01,20,1,2619.18,High,60.9,60.89,13,,Yes,1,1814.83,Lightweight Concrete,10,Bank Loan,750,
CUST104196,67,Male,Married,Perak,Suburban,21143.26,107884.67,619.83,10,3,1198.73,High,30.12,22.76,16,5,Yes,0,2825.94,Lightweight Concrete,5,Bank Loan,659,23.03
CUST104197,24,Male,Married,Johor,Suburban,20000,153237.61,1354.52,10,1,4057.59,Low,29.05,32.32,37,4,Yes,1,3816.81,Lightweight Concrete,5,,730,26.31
CUST104198,27,Female,Divorced,Kuala Lumpur,Rural,,430320.58,1428.6,5,5,640.38,Moderate,33.44,21.69,41,,No,1,3776.44,Reinforced Concrete,1,Financing Scheme,782,
CUST104199,65,Male,Single,Penang,Urban,55167.86,105973.02,408.27,15,3,184.49,Moderate,16.61,14.66,19,3,Yes,0,438.72,Timber Structure,3,Bank Loan,634,
CUST104200,55,Female,Widowed,Perak,Rural,20000,132396.76,807.46,5,0,3223.85,Moderate,24.1,46.38,47,1,Yes,0,0,Reinforced Concrete,5,Cash,669,38.24
CUST104201,68,Male,Married,Perak,Rural,26943.47,100000,527.8,5,5,4055.34,High,19.17,7.03,41,2,Yes,1,16604.19,Brick Wall,1,Mortgage,623,21.03
CUST104202,29,Male,Married,Kedah,Rural,24727.93,100000,659.5,5,1,3671.56,Moderate,8.22,47.85,15,1,Yes,0,4624.79,Brick Wall,5,Online Payment,577,15.48
CUST104203,28,Female,Single,Johor,Urban,26754.31,283436.31,2654.87,10,5,798.87,Moderate,16.72,18.83,46,2,Yes,1,3373.57,Timber Structure,3,Financing Scheme,564,73.89
CUST104204,72,Female,Married,Perak,Suburban,61982.25,,1603.48,15,5,62.7,Moderate,39.04,78.09,49,,No,1,394.38,Timber Structure,15,Financing Scheme,726,13.47
CUST104205,65,Male,Married,Sarawak,Suburban,21980.79,130891.41,502.64,20,0,300.75,High,7.83,15.99,33,1,No,0,0,Timber Structure,3,Financing Scheme,669,38.1
CUST104206,37,Male,Single,Pahang,Suburban,24982.46,105845.88,467.54,15,0,5035.74,Moderate,28.11,77.49,1,5,Yes,1,0,Brick Wall,12,Mortgage,816,39.05
CUST104207,37,Male,Single,Perak,Rural,25330.05,133434.25,439.87,15,4,905.33,Moderate,29.69,36.39,13,4,Yes,1,4464.1,Timber Structure,5,Bank Loan,737,27.31
CUST104208,69,Male,Divorced,Perak,Rural,20000,267578.54,2521.21,10,3,4244,High,26.18,68.91,24,1,Yes,0,8618.85,Reinforced Concrete,10,,584,17.52
CUST104209,53,Female,Married,Pahang,Urban,45743.04,103706.91,537.5,10,0,7907.06,Moderate,14.52,25.1,23,4,Yes,0,0,Lightweight Concrete,10,Online Payment,726,24.87
CUST104210,52,Female,Married,Sabah,Urban,20000,423298.1,2369.47,15,3,1007.41,High,33.58,43.32,38,4,Yes,0,4126.2,Brick Wall,3,Cash,,19.13
CUST104211,28,Male,Single,Kedah,Urban,26119.1,296484.06,2496.73,10,4,2996.2,Low,32.72,35.84,29,4,No,1,8930.72,Brick Wall,10,Bank Loan,760,20.57
CUST104212,39,Female,Married,Perak,Rural,35641.48,225934.8,1379.06,5,3,370.53,High,39.66,42.75,16,4,Yes,0,1464.81,Brick Wall,5,Online Payment,606,38.4
CUST104213,58,Female,Married,Perak,Urban,70080.97,189893.03,561.71,15,5,968.2,Low,35.18,28.83,49,1,No,1,4895.06,Lightweight Concrete,10,Financing Scheme,555,18.62
CUST104214,23,Male,Married,Johor,Urban,25688.34,350770.15,1930.21,5,4,2442.8,Moderate,33.51,59.27,32,2,No,1,6711.24,Steel Frame,5,Financing Scheme,578,35.09
CUST104215,25,Male,Married,Selangor,Urban,,137593.17,969.23,5,1,464.14,Moderate,18.66,69.14,44,4,No,0,455.58,Brick Wall,1,Online Payment,,36.11
CUST104216,33,Female,Married,Sabah,Suburban,48707.31,104884.76,813.24,10,4,770.72,High,6.63,22.11,37,4,Yes,1,3232.09,Lightweight Concrete,5,Mortgage,574,14.38
CUST104217,67,Female,Married,Negeri Sembilan,Suburban,40267.93,214817.99,1538.7,5,4,1659.43,Moderate,32.77,62.18,16,5,Yes,1,4802.98,Brick Wall,1,Bank Loan,598,24.12
CUST104218,66,Male,Single,Sabah,Rural,29472.16,132091.16,390.12,10,4,2350.2,Low,36.06,44.46,43,1,Yes,1,11391.59,Timber Structure,8,Financing Scheme,,43.64
CUST104219,51,Male,Divorced,Pahang,Suburban,20000,136005.4,603.15,10,2,882.84,Moderate,46.16,8.07,39,1,No,0,1224.1,Steel Frame,1,Bank Loan,812,17.82
CUST104220,36,Male,Married,Johor,Rural,26408.35,100000,786.85,10,0,945.79,Moderate,29.14,8.02,46,1,Yes,0,0,Brick Wall,5,Bank Loan,530,21.46
CUST104221,70,Female,Married,Kedah,Suburban,24245.1,117818.72,1065.26,20,3,232.77,High,6,56.16,24,2,No,0,739.24,Lightweight Concrete,3,Online Payment,764,54.92
CUST104222,52,Male,Married,Kuala Lumpur,Urban,32090.38,126683.27,301.19,15,5,8278.11,Moderate,19.89,45.07,40,4,Yes,1,52442.14,Steel Frame,10,Mortgage,607,42.18
CUST104223,42,Male,Married,Johor,Urban,20000,249968.13,584.38,5,3,1894.72,High,29.43,34.14,21,3,Yes,0,6205.53,Reinforced Concrete,5,Cash,681,
CUST104224,49,Female,Single,Penang,Rural,24893.34,124251.42,888.05,15,2,1511.44,High,19.75,62.58,33,2,Yes,0,1926.01,Brick Wall,15,Cash,501,21.01
CUST104225,42,Female,Single,Pahang,Rural,40078.85,100000,638.44,10,1,474.87,Moderate,14.52,40.33,27,4,Yes,0,451.06,Brick Wall,10,Online Payment,697,45.25
CUST104226,63,Female,Married,Selangor,Urban,48484.16,854205.84,2769.94,15,5,1338.98,Moderate,35.63,73.79,29,5,No,1,7883.94,Reinforced Concrete,15,Mortgage,470,32.53
CUST104227,23,Male,Married,Penang,Suburban,69761.14,295388.96,1886.45,15,0,1185.92,Low,19.89,35.68,33,3,Yes,1,0,Lightweight Concrete,3,Bank Loan,678,51.95
CUST104228,74,Male,Married,Penang,Urban,45266.45,331127.12,3243.69,5,0,598.32,Moderate,17.55,51.6,36,5,Yes,0,0,,5,Financing Scheme,673,32.58
CUST104229,30,Male,Single,Kedah,Suburban,20000,440535.83,3104.54,15,0,1182.17,Moderate,44.32,49.56,38,1,Yes,0,0,Lightweight Concrete,1,Cash,667,14.55
CUST104230,62,Male,Married,Negeri Sembilan,Urban,64532.78,243067.85,1359.51,15,0,455.13,Low,28.02,43.09,32,2,Yes,1,0,Timber Structure,3,Bank Loan,584,41.71
CUST104231,41,Female,Single,Kuala Lumpur,Suburban,46749.11,139474.17,1202.3,10,2,2477.3,Moderate,19.03,26.29,46,3,No,0,4891.52,,3,Online Payment,699,36.18
CUST104232,36,Male,Single,Perak,Urban,55984.35,104406.98,386.58,5,3,4789.07,Moderate,24.2,46.11,28,3,No,0,18386.6,Reinforced Concrete,5,Bank Loan,685,38.46
CUST104233,32,Male,Divorced,Sarawak,Suburban,20000,237302.47,1261.17,5,1,5.18,High,8.44,40.77,49,1,No,0,4.55,Steel Frame,5,Financing Scheme,631,57.11
CUST104234,22,Male,Married,Perak,Suburban,52160.45,100000,622.21,5,5,1625.02,Moderate,12.75,46.15,38,4,Yes,1,9684.23,Lightweight Concrete,5,Bank Loan,710,20.79
CUST104235,61,Male,Married,Penang,Urban,67559.37,187856.14,1133.96,5,5,2635.92,Moderate,13.93,48.04,26,3,No,1,11348.72,Steel Frame,5,Cash,641,13.18
CUST104236,44,Female,Single,Sabah,Suburban,29788.9,100000,936.78,10,1,4754.53,Low,24.37,46.02,48,2,Yes,1,3935.44,Reinforced Concrete,5,Online Payment,698,19.94
CUST104237,55,Male,Married,Sarawak,Urban,20206.13,171000.5,742.37,10,1,887.64,Low,62.38,36.96,47,2,Yes,1,657.2,Timber Structure,10,Cash,639,32.25
CUST104238,50,Male,Married,Kedah,Suburban,25611.38,224509.79,550.5,5,2,4753.58,Low,23.46,27.2,47,5,Yes,1,10575.69,Lightweight Concrete,3,Cash,670,53.54
CUST104239,50,Male,Widowed,Kuala Lumpur,Rural,46618.99,183414.71,1711.45,15,2,3492.26,Moderate,11.49,29.65,6,2,Yes,0,6865.92,Timber Structure,15,Cash,702,22.76
CUST104240,67,Male,Widowed,Kedah,Suburban,29058.1,234144.6,874.89,20,4,1489.78,High,45.02,13.69,19,1,Yes,1,5294.98,Reinforced Concrete,10,Cash,614,51.36
CUST104241,55,Male,Married,Pahang,Suburban,34268.55,391230.8,1968.76,20,2,593.97,Moderate,31.36,43.34,15,2,Yes,0,765.47,Lightweight Concrete,17,Financing Scheme,539,39.97
CUST104242,39,Female,Married,Selangor,Urban,74449.4,212076.64,1324.87,10,0,2115.8,Moderate,38.56,35.01,17,2,Yes,0,0,Steel Frame,1,Cash,675,34.57
CUST104243,70,Female,Married,Penang,Urban,31193.37,795039.4,7796.99,15,3,603.72,High,44.29,47.31,34,1,No,0,2080.09,Lightweight Concrete,10,Financing Scheme,757,33.88
CUST104244,28,Female,Married,Sabah,Rural,20000,126710.47,796.01,20,1,858.02,Moderate,42.25,73.81,1,4,No,1,734.52,Steel Frame,10,,677,37.74
CUST104245,46,Female,Single,Kedah,Urban,28565.76,261602.78,1460.25,20,2,1258.43,Moderate,22.73,65.78,19,3,Yes,0,2837.79,Timber Structure,5,Cash,679,67.28
CUST104246,69,Female,Married,Sarawak,Rural,,100000,666.91,15,3,1378.21,Moderate,16.85,33.57,3,1,Yes,0,5392.15,Steel Frame,3,Cash,646,22.79
CUST104247,60,Female,Single,Penang,Suburban,53531.86,394990.91,3857.67,15,0,419.34,Moderate,18.06,28.34,17,4,No,0,0,Brick Wall,5,Mortgage,717,18.15
CUST104248,27,Male,Single,Kuala Lumpur,Suburban,26199.08,345230.23,2949.49,10,2,2367.05,Moderate,38.29,32.91,39,1,Yes,0,5566.22,Lightweight Concrete,3,Financing Scheme,633,33.5
CUST104249,50,Male,Single,Sabah,Urban,45983.06,339668.58,1138.48,5,2,9635.78,Moderate,42.49,42.17,46,1,No,0,24598.9,Steel Frame,5,Bank Loan,609,61.87
CUST104250,27,Male,Married,Negeri Sembilan,Urban,66777.77,167251.21,1409.27,10,3,559.09,Low,13.9,46.82,14,5,No,1,1593.7,Timber Structure,3,Financing Scheme,749,29.53
CUST104251,23,Female,Married,Negeri Sembilan,Suburban,32688.44,100000,872.88,5,5,1617.29,High,61,17.38,11,3,No,1,5847.72,Timber Structure,3,Cash,602,12.06
CUST104252,21,Female,Married,Sarawak,Rural,22393.04,143418.72,1079.31,20,5,1212.9,Moderate,11.15,9.75,16,3,Yes,1,3829.13,Reinforced Concrete,5,Online Payment,730,10.16
CUST104253,56,Female,Married,Selangor,Urban,33421.96,100000,725.79,10,0,735.7,High,19.95,43.08,30,5,Yes,0,0,Lightweight Concrete,1,Mortgage,750,21.1
CUST104254,45,Male,Single,Negeri Sembilan,Suburban,25602.42,123815.35,684.33,20,2,1088.7,Moderate,23.62,61.61,39,3,Yes,0,2217.03,Steel Frame,3,Mortgage,701,
CUST104255,57,Female,Married,Penang,Urban,34752.63,214885.75,1532.9,15,3,2638.94,Moderate,53.7,26.19,27,3,Yes,0,5863.83,Steel Frame,5,Mortgage,538,41.42
CUST104256,21,Male,Single,Kuala Lumpur,Urban,90371.78,747944.74,5909.21,10,0,1071.4,High,50.06,26.83,18,2,Yes,0,0,Reinforced Concrete,3,Bank Loan,652,50.63
CUST104257,35,Male,Married,Selangor,Suburban,41136.94,240478.51,717.24,5,2,1413.53,Moderate,9.14,52.46,23,1,Yes,0,2661.25,Steel Frame,5,Bank Loan,632,23.12
CUST104258,57,Male,Widowed,Perak,Urban,20030.72,174515.48,708.3,5,5,1297.26,Moderate,30.14,22.18,49,3,No,1,6120.05,Steel Frame,5,Cash,605,35.63
CUST104259,33,Male,Single,Kuala Lumpur,Urban,52959.02,220787.51,784.38,15,2,1620.4,Low,27.67,43.96,27,4,Yes,1,4466.14,Brick Wall,5,Financing Scheme,663,
CUST104260,60,Male,Single,Penang,Urban,60572.27,100000,872.97,15,1,688.34,Moderate,42.63,50.34,44,5,No,0,489.96,Timber Structure,3,Financing Scheme,719,25.79
CUST104261,28,Male,Married,Penang,Urban,41287.99,203869.32,1516.79,20,4,1425.48,High,13.29,30.29,44,3,Yes,1,4272.12,Brick Wall,10,Financing Scheme,609,43.43
CUST104262,25,Male,Widowed,Pahang,Rural,42206.12,119942.34,672.42,5,0,289.68,Low,15.37,23.62,11,4,Yes,1,0,Steel Frame,5,Mortgage,635,22.38
CUST104263,29,Female,Married,Selangor,Suburban,60287.66,126349.54,1087.67,5,3,2704.82,High,3.53,52.49,13,1,No,0,5470.36,Timber Structure,1,Online Payment,628,23.26
CUST104264,21,Female,Divorced,Kuala Lumpur,Urban,29444.32,125881.9,973.6,5,1,235.15,Low,15.34,25.42,44,1,Yes,1,294.77,Lightweight Concrete,5,Bank Loan,755,38.34
CUST104265,56,Female,Married,Selangor,Urban,36835.58,179097.73,1667.18,10,2,3073.86,Low,57.72,26.58,23,1,No,1,7765.46,Brick Wall,9,Bank Loan,627,38.3
CUST104266,55,Male,Widowed,Sarawak,Rural,24124.33,,307.69,15,3,3492.13,Moderate,22.91,61.03,26,3,Yes,0,8131.77,Lightweight Concrete,10,,539,49.39
CUST104267,22,Female,Single,Johor,Rural,20000,108756.81,660.51,5,1,38.49,High,32.88,28.52,42,2,Yes,0,34.23,Steel Frame,1,Bank Loan,508,16.48
CUST104268,60,Female,Single,Selangor,Rural,41193.79,100000,765.4,10,1,3553.81,Moderate,17.47,66.27,34,,Yes,0,4724.65,Reinforced Concrete,8,Bank Loan,683,26.75
CUST104269,43,Male,Divorced,Negeri Sembilan,Rural,20000,131657.77,481.86,10,5,2089.21,Moderate,11.46,46.57,35,2,Yes,1,11592.72,Steel Frame,10,,,68.49
CUST104270,29,Male,Divorced,Penang,Urban,66191.48,255698.67,1180.56,10,5,203.86,Moderate,38.08,45.48,43,5,Yes,1,1296.9,Timber Structure,3,Online Payment,710,36.42
CUST104271,54,Male,Single,Pahang,Rural,32775.86,121051.81,647.85,10,4,12351.13,Low,35.41,41.23,38,2,Yes,1,62070.52,Steel Frame,10,Cash,530,65.93
CUST104272,66,Male,Single,Perak,Rural,34182.52,,835.46,10,5,1911.45,Moderate,53.46,39.36,20,4,No,1,9678.34,Lightweight Concrete,3,Mortgage,601,28.84
CUST104273,34,Female,Single,Pahang,Rural,20000,153391.01,912.46,10,1,1024.51,Low,26.36,4.23,24,1,No,1,667.25,Reinforced Concrete,10,Bank Loan,530,31.45
CUST104274,24,Female,Single,Kuala Lumpur,Urban,50968.12,207151.07,1231.09,15,0,4329.38,High,63.14,16.09,32,3,Yes,1,0,Reinforced Concrete,1,Online Payment,689,53.1
CUST104275,50,Male,Single,Sarawak,Rural,20000,100000,544.71,10,4,85.03,Moderate,18.57,53.49,26,2,No,1,211.61,Brick Wall,8,Mortgage,708,27.86
CUST104276,51,Female,Widowed,Sarawak,Suburban,20000,245920.03,941.56,10,4,2527.04,Moderate,12.38,48.75,2,1,No,1,8707.61,Brick Wall,1,Financing Scheme,680,32.67
